processed_text,label
watch amazing lively broadcast user lively musically,1
ok really sink see goat hour wow face_with_rolling_eyes face_with_rolling_eyes,1
reflection grind real work job school ksu dsm ksu recruiter instructor tumble grad school,2
user old sadly,3
user depressing,3
user hi monica write regularly user bee never dare try buzz honey,1
user user grim find break matt hardy delete everything lol,1
life go happy unhappy,3
fucking muppet user fume stalker,0
give fuck well revenge,0
open message brooke send get weak fuck weary_face fucking bully reason face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy loudly_crying_face skull,0
user gundlach call round top doom gloom move,3
user sadly constitutional right abortion yet constitutional right life safety net protect right,3
discriminate generate hatenand hate bind get irate,0
user inconsolable gif context,3
apparently suppose scottish accent offend,0
would give naked body,2
get ready open tasting whisky shop dufftown autumn festival panic murray mcdavid whisky dram,1
user trump king relentless selfpromoter give rip anyone else perfect match donald,0
day make nnlet we rehoi rejoice glad nn smiling_face_with_smiling_eyes sparkling_heart nnaja ngood morning,1
get people leave phone disturb daydoe mom threaten respond within second,0
feel worthless always,3
lmboo use nephew meme,1
user stay hotel pack picnic lunch take road well together user user user,1
false alarm come today disappointed_face,3
overwhelming sadness shall pass lose lonley start,3
mm nothing like good old fashioned panic induce cry living room floor,3
user starve content would take would def pout ઘ,3
user sorry angry drone fly away,0
think cadre get src deployment would make cadre bitter ku tough macom,0
ok scrub hand time try put inneyeball burn neven blind accidentally scare cat whilst screech,3
user ummm blog say simon stehr fake 7thi expect investigation forthwith,0
user idea come air direct pm shocking confused_face,0
mine forlorn,1
user user user hilarity someone literally openly antiscience call other antiscience,1
americans think medium nothing government propaganda bs lie control bs rig system distrust garbage oreilly factor,0
panic attack bad feeling really sick still shake sleep depression,3
lord jesus want prison want free entice heart beauty truth allow rejoice amen,2
user true depression fan get face_with_tears_of_joy face_with_tears_of_joy,3
user indignation outrage unarmed deaf white man shoot kill black officer clt nc,0
take little make child life joyful work hard make life hell user peace,3
good already hit rock bottom even though season away new depth despair playoff nj devil,3
user user depress,3
every day think mind pleasing god decision make way react treat people speak please god,2
anxiety right loudly_crying_face loudly_crying_face loudly_crying_face,3
user user ummm dragon fury though,0
gaming video today old friend mine pass last night take time grieve thank stand cancer,3
kind confuse thing right great future hand new thing lose need help,3
user optimism,2
user user idiot like larry sander scare we allhow moron day rush judge police will fact yetfu thug,0
user user user user user chop feel still feel sting look brutal,0
user user even say nothing still piss people get decide want make angry,0
evening forget robinhood hour tonight bow_and_arrow nn biz talk biz hour south yorkshire mansfield hour sheffield hour notts hour,1
fuckin hell even see face make fume,0
anytime user get near mic someone need smack w bat user awful marble mouth,0
snap hialeshia grinning_face_with_big_eyes,1
people call pov kx4 make night,1
casual tweet vic fave make gag bitter,0
user anger issue,0
eft single effective tool learn year therapistdr curtis steele psychiatrist stress anxiety,3
allow pereira start take set piece fume,0
user user user user user user hey sparkling word pick biz card,1
texans never play prime time game againthis tnf,0
flight crash lose island lose user,3
user sir hilarious,1
user awh tiff great friend love thank,1
really strange awful dream last night would even eat cheese bed nightmare love sleep,3
good head good heart always formidable combination nelson mandela,2
user user account poor half start showboate game safe,0
hell hath fury like hamstring cramp ouch,0
method thin assault corridor thine liveliness chd,0
user user wow bill hav text prove take wine con,0
user yes think hold grudge,0
weird wednesday okay jumpscare poop right bad dog bad total codebrown favorite pant damnit,0
user hear back2back guess call blue get look sing tickle sack version,1
much time give friend lose laptop mourn ask give laptop charger extra battery,3
never afraid start new chance rebuild want hammer nut_and_bolt office_builde,2
nervous couple day test result confirm life different whatsoever result actor divorce phew,3
user like burn rap album buy gosh darn get rid,0
manchester united v manchester city happy day efl,1
awful way say way treat aniston alone make nightmare male narcissist avoid,0
user sad always optimism new year isnot good user user,3
trial result sadness,3
soy wax limit edition horror candle go user follow we late news,1
really need pout time get nerve gb bo,0
user wait say cheerfully grin,1
police officersshould right shoot human being without provocation wrongnnuser user,0
google caffeinean sprightly lengthen corridor seo wgj,1
please stop merriment annoying,0
tmobile store original e7 customer result go guy customerservice 2hour wait time,0
simple get shot espresso grande decaf degree soy americano extra foam barista nightmare,0
concern mine big name falike malik tell big potential fas steer clear franchise till gus go,3
user user user celebrate belief jesus alive hell boil pot shit actual shit,0
grow weary good treadline well deadline user cgi2016,2
na kid relentless,0
user dude new madden haha,1
user luckii change many way scary joyful feeling make strong,1
screen snap kind narcissistic ass would smh,0
user yet sink yet rest,0
want go work want money sad,3
user meanwhile user get 740am train hope really really enjoy hotel shennan fume,0
user irritate inch thick make mask,0
user beware fury weak king,2
user user noah ark terrific design,1
user start w song blue neighborhoodn1 wildn2foolsn3talk loudly_crying_face loudly_crying_face wes pernalson4too good serious kazinej feelz,1
user get alarming,0
bring back heyday nominate bunk face,1
banter craigen sutton bt fuck horrid,0
quarterback wreck every time,0
hear thought ether ex post facebook pic snuggle say cat angry,0
geometry today hannah start cry laughter ms canning say pp lol,1
andrews hand start shake say hope die like right,3
user get b kid anu firm respond send contact detail terrible customer experience,0
user get shit wrath winter nowhere,0
anxiety play around help,3
user kind drive home work today nightmare daily feel,3
user lol senior year would get early dismal work study boss know happen next upsidedown_face,3
rt user need back whole cd hard rage fly rhyme flow n speak dollar,0
depressing week full rain ever lol,3
user user user kind offend ask,0
pride prejudice modern day keep kardashian user never offended life,0
user depression,3
user user lol caste even whole village die massali like chaudhry cheer massali,1
day know heart beat depression,3
get hour go back work sleep excited,1
nice way tell someone cheerfully whistle outside apartment door end continue whistle,0
offend,0
user go go blow serious money know sacrifice willing make,2
user lordderply like yugioh animate show,1
go follow beautiful snow gang heart_suit user heart_suit princess fitness body posi haircut white girl wednesday,1
user promise would live tweet user user bring user furious action ftw,0
people like see happy exterior hopelessness sometimes feel inside anxiety anxietyprobz,3
think ever get use alarm weary_face zzz,3
body say fuck bitch sleepingnsleep sleep drain restless,0
get comedic relief w user season premiere modern family girl need hilarious,1
user spend fucking hour still get dam siva fragment fellwinter peak mountain angry,0
afraid thing,3
glad watch smackdown see man user user lose hurt,3
liam distant make mourn sleepy_face,3
user say talk will uncontrollable animal move another link comment help fume,0
user grumble sit atop sushi bar stool cross arm defiantly playful gesture though give anyone,0
user quite simply bad airline worstairline ever use ap paule dismal beyond joke useless,0
trust lose wallet call lifeguard swimmer social early vc user,0
user charlie attempt suffocate cushion cheer much great news face_with_tears_of_joy face_with_tears_of_joy,1
tell therapist dance team unhappy,3
shake ass ask liquor rule,0
people offend kendall end photo shoot like seriously shut fuck,0
shamefull unequal dangerous worrying world live nowadays terrify charlotte terrorism shit world kid,0
lvg bribe ref utd personal revenge foul prick,0
exhilarating last minute overtime wch2016,1
lack company liveliness make bored,3
freaking hate work word phone write writing writerslife writerproblem writer,0
user mention gra guy stop let we people front go wtf blood boil,0
erykah badu sedate two_heart,1
think pretty solid gpa kin major look average dpt program feel even discouraged sleepy_face,3
background suffer bit time stress always bit shy year ago aged make redundant start,3
panic attack could find user twitter turn twitter jerk still see nyssa al ghul panic,3
user rather forlorn scan witch house rest back elphie grimmerie go,3
user stop press user saidpropose something racist,0
user user although expect trumpie understand difference real thing pretend thing,0
everybody talk day fall summer never go die revenge user,0
day fall quarter tomorrow anxious_face_with_sweat excite anxious blargh,1
never see fast furious tokyo drift boutta watch,1
interesting photo mono lisa cry well whole scene depressing ele6200,3
swear people want see happy like try anything fuck get go,0
facebook depress without even app want log miss least interesting event,3
go waste energy hold grudge someone even life year xd ntime release feeling dislike,2
mom remember narley die cry like baby bully,3
despair underneath every action neach every attempt pierce armour numbness mgla,3
user keep talkin shit try offend petty fuck,0
user remember joey slag england player bring book crap tournamentssame samecrap player bully,0
user sad music,3
heavy heart last couple day fear lose someone close amerikkka kkk ops terence crutcher,3
laundry watch 70 show bunch stranger happy birthday,1
user chuckle idea girl dragoness let frustrated growl blow smoke nostril old man nod,0
user look argument engage even speak word rage,0
user yell bye garbage cheerfully,1
fuk heck move fridge knock landlord door mad,0
user cheer smiling_face,1
user really sad surprising side russia fight support pak epic centre terrorism,3
user scared ruffle feather resort write cryptic code uncle cam cabin,3
user electro set pure enjoyment exhilarate captivate poetic raw exciting,1
user yes specifically fume sign enough people,0
reach 10k follower wow thank blue mcfc ct,1
user afraid,0
get hand freak deathand god momma grendel,3
parking sensor still manage reverse thing,3
user fury road,0
future fill existential dread even real person,3
even user ref 5k fraud still treat like dirt return call apology shocking customer service user user,0
user also madden funny game watch much happen bore,0
user tooi really hope writer decide give we return mcdanno love will resentment animosity finger cross,2
today answer call college rep realize get hear part lively debate evolution real,1
listen user work slice sunshine dreary cube world 9to5 life,1
new hate judge judy sponsorship style look back thing work recovery sober con con,0
matty dawson score,0
liar bully president say every vote matter well sorry get vote year,0
user interview irate group filmmaker live get stock statement journalism,0
anyyyyone want go fright f friday night ghost,1
wish kid stressful part whether gabriella troy would get back together hsm2,3
love long otis redd blue,1
user look teef,0
seek conduct attack israel intend provoke reaction would inflame feeling within islamic world,0
come let we make hate face_blowing_a_kiss make pout face angry_face_with_horn weary_face,0
kik want swap pic post account anonymously wish kik vsvplou kik kik snap nude tit snapchat,0
user happy birthday bless day love toronto birthday smile,1
also amazon prime would like help girl lol serious,1
user would say outrage really faux outrage,0
head melt tired sleep,3
angry bash frustration pastry gb bo,0
user literally crack see post year ago later face_with_tears_of_joy,1
user hard folk realize deep hatred dive murky end pool guy nuts,0
ultimately keith scott man hand arrest warrant know enough cause outrage,0
easily forgive child afraid dark real tragedy life man afraid lightplato,2
fact presidential candidate speak way trump alarm think high peer fdt16,0
tvgirl like really pretty melancholic life hate,0
hear thought ether ex post facebook pic snuggle say cat,0
ooh hyg ge candles jasmine tea gb bo,1
user listen someone tie like,0
user actually wait constant outrage thing get wick sometimes happen flick annoyance today,0
user foreign policy goofy secretary state john kerry devil may care pose jaunty blue scarf,0
kitchen sink,3
hold grudge year barely hold minute,0
shy failure noble immodest success,2
lose,3
many yeah thing go cop shoot innocent people sad backyard sad blm,3
life hard hard stupid life love sad ness sad tear life,3
rojo terrible defender,0
horrible lewis dunk begin network neogeo holiday home mexico,0
user king never speak left crush free speech publish worldnntrump horror scifi c cot p2,0
dream last night chris brown create diss track drake rihanna call hit flushed_face flushed_face dark,1
really study today chemistry play madden way fun,1
ending meet mother dreadful,0
nail half hang absolutely fucking grim even acrylic hold face_with_medical_mask face_with_medical_mask,0
damn gud premiere lethal weaponfunny,1
cry katherine like talk anxiety attack go faint,3
user dreadful even meet catfish still think,3
user sorry heartbreaking scary happen happen anywhere please safe folded_hands_light_skin_tone terror,3
ever grow weary gooddo see headline look trend line hope user cgi2016,2
neighbor dance clayton home commercial,1
adult commit serious crime name protestlike burn library expect get warning,0
coward feel terrible even face loudly_crying_face,3
seriously frustrating sometimes ugh,0
yal aggravate tf outta act lie yal tell difference dyke man rarely hard tell difference,0
user honestly care selasi mess lackadaisical attitude good danish,0
know hair wash dry like know english close reading school bag,3
user gerard finally make stair little huff face little red little leg,1
vanity sizesnow size sxsevenxxs sometimes big wtf dear corporate jerk lithuania need rant angry,0
user could get either bit start droop droop gp say mooncup alone blame,0
even death unreliable instead may ghastly hallucination square root minus samuel beckett,3
user evil corrupt fuck still knock wrong people die tell job grim reaper,0
bain life drive cash point shop change pound coin gym bastard sunbe grim,0
want kill destroy want die want back emo scene fuck die hate red,0
successful people always thing lip silence nd smile smile avoid problem nd silence avoid problem,1
bright place,3
user user good moto gp loose talented rider,3
user please canadian player play we player lag atrocious fix game trash sfv refund rage,0
respect people force opinion other yet get offend someone face_with_tears_of_joy,0
get use phone sad,3
user possibly kg buy player buy glen minority owner,1
hard get touch user simple question find answer website hour wait online chat rage,0
user user part queensbury shocking disgrace route station morrison festoon rubbish,0
do piano blue play smooth talk ass nexttt,0
user even forget pick fave child school,0
user prepurchased ticket send soon come saturday evening show ticket show panic hoy horse_face unicorn,3
user user yeah sooo horrific need sit,0
lose wallet find lose find ncollege brazy,2
migraine hangover day stand dish exhaust gad depression chronic pain depression pain,3
user giroud beard make angry,0
user bloody right,0
nothing workingyou feel life edge_could go either way lose reason livingjesuschristhealssavesask fat loss,3
see old coworker wife mourn loss year old daughter sad thing ever see crying_face,3
somebody brave storm brew,2
love girl busy teach pout take self ie mall desication immense woman love perfection,1
old cat piss always weary kennen senile kind recently sweet attack bite,0
fuck suppose lunch dinner money work h angry day5,0
michelle bad player bb history bb18 bb finale,0
feel like drown depression anxiety fa lure worthless,3
character woman man fat jovial woman fat useless maybe evil amirite,0
user papercut sting stub toe last like sec,0
honestly today feel like maybe track sad,3
user turn shit home button accessibility nnwhen innovation become mind fuckery phonephone home,0
user user bully bad hitler demon human guise middle east problem,0
user customer service get involve eventually completely wash hand dream nightmare,0
thoroughly love w zen jumin think even patience either irl old weary,1
anyone spoil fucking show haunt afterlife help god,0
user nooooooooooooooooooooo stupid dismal lame winter maybe get dangerous ice,0
home heart lie love little island birth city act right feel good,3
boy dm picture cock good get upload smiling_face sweat_droplet sweat_droplet cum tribute dm snap chat snap nude dick pic cock tribute,1
kind wish watch mischievous kiss playful kiss,1
someone let snake house bet user kill bugger get hand rage huckfp2,0
fuck people smile back corridor,0
90 tv bully would call nerd would rather shove nickel right earhole go new york comic con,0
forget bring extra boxer currently commando starbuck exhilarate feel liberated angelina jolie,1
user dude dead ass say come would start shit amy literally amy anything cal bs,0
user user fact need start make holiday maybe even e dry month pick theme year,1
depression want change past anxiety focus unknown future neither live present,3
user earth send email annoyed customer,0
user us diver name steele johnson would like bar olympics offend,0
user straight people even arse straight guy think mean threesome fine angry fuming,0
user user opinion bad delhi govt acrid bitter hypocrisy,0
go hoco want go fright f saturday,1
user pos rejoice someone death,0
really want go fright night really beaming_face_with_smiling_eyes,1
user thank ios10 update even good app user freezing crash se angry,0
throughout entire thing shake really bad heart race almost tear lmao thank mr,3
like rape apologist inadvertently make man sound like rabid mindless beast friend like,0
user frustration look elphaba frown aggravation high pitch voice grow,0
breezy today go back school night bare leg like day,3
user somebody need tell staff reading cappuccino suppose thick layer foam coffee hot awful,0
user show suck lame awful even use name lol bad fail worth minute air soon,0
wee pop sock keep fall inside shoe,0
news dishearten everything go result lack understanding misinformation medium sadness,3
invest new film stop ask invest new film concession crime despair shortsightedness celebrity,3
try book holiday flight user website become,0
home heart lie love little island birth city act right feel good restless,3
people call pov kx4 make night hilarious,1
provoke let,0
ill say black man afraid leave house move violationnnterrance crutcher truth sad,3
medicine burn,3
user want spar prince smile reach hilt icy eye keep aaron playful look eye,1
unfortunate year still struggle depression smh,3
hold grudge someone stop blessing god learn forgive forget folded_hands_mediumdark_skin_tone,2
throwback khloe kardashian host x factor fucking terrible,0
gloomy weather put good mood,1
huge congratulation nicole win big brother user bb18 sorry sorry bb michelle,1
user user grasp besides yr cognitive dissonance rage away incident leoshoote separate,0
sad man leave work little bit late bad fear oh get stop police world,3
user awe thanks morgs love lot girly red_heart smiling_face_with_smiling_eyes red_heart,1
time see rachel glee tell someone job pole say grade boy look confused,1
user nwho nose scent rose wentnto spot orientnmummifiednin rapeseed oil friedneating drinking merriment,1
rewatche glee break tear loudly_crying_face crying_face,3
circle k dead hate new slushie machine rate livid,0
user offer user user user gold silver say nah bit coin snap,0
user serious hou vs ne get well thing tonight thandie,0
630am meet olympic house 10golds24 relentless never quit believe dream big team go gold,2
user correction people check stand gate flt take without we,0
nonpermissive environment also call battleground mil speak hilarious,1
love people make plan without actually include process rage,0
get soooo nervous actually attractive guy try talk person like turn habit loudly_crying_face,3
cheap pout brodcast,0
pull depression,3
fallen_leaf musical_note sun nfall sound great ndream blue rock user top album love hero user,1
user believe call fury righteous,0
king lion black community speak truth power user insult black vote give away cavalierlyplaye user,0
user watch would straight guy get irate extreme world,0
day fall quarter tomorrow anxious_face_with_sweat nervous excited anxious blargh,1
user user annoy good love fan onision include really annoyed people cheerful,0
user never post stuff like thisni mean able scroll big deal,3
want kill destroy want die want back emo scene anger fuck die hate red,0
fucking hell rush damn train also use fucking 4min wait still sweat rage smrt ruin life,0
cure anxiety intimate relationship christ john,2
favorite classic car plymouth fiery,1
whu old bill free time game chelsea come around face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy nthat lively say leastnafc,1
user fox news fox propaganda network lose lie tell truth hit face,0
roommate okay spell autocorrect world prob,1
user dilemma blaime everything bush act gleeful endorsement election trump,0
lose somebody close heart lose well broken_heart,3
blood bitter satan test becouse cleanse blood jesus christaman,2
user horrible thing,0
important characteristic leadership lack activism equity revolution,2
benefit exhilaration call online backing jkuvmvqxy,1
few few good horror offering hollywood every year get old shit,3
user ticket website never work try buy palace ticket impossible say error,0
country divided approach could fight terrorism pakistani terrorism martyr beggar,3
user user user user user use fear state view get fact make serious statement,0
whenever pout want adrian appear tell stop pouting else,1
user awful service camden store yesterday assistant think important put clothe hanger serve,0
user user shut hashtag cool offended,0
pessimist complain wind optimist expect change realist adjust sail william arthur wardnignite,2
user user haha actually doggie barrack anyone gws bitter,0
user user user ngo jag leopard think good shot beat deep run tomorrow,1
user user php54 though kardashian stuff go head hilarious like gleeful little boy face_with_tears_of_joy face_with_tears_of_joy,1
user user horrible experience company like gold medal horrible sale person wrong commitmentswrongproduct,0
user user rioter,0
user user ni like thinkingbut sadly would crying_face,3
stop track back fucking potato face cunt errrr infuriate angry_face angry_face angry_face angry_face angry_face rooney mufc,0
entre ne puer start up sme look proactive accountancy tax business advice help get touch,2
user user pay responsible doing sober real blind,1
last year yous average terrorist attack month good debate topic trump hillary terror,0
fun pizza night last night user crew gorgeous bunch newbies red_heart lively exciting flexed_biceps_mediumlight_skin_tone,1
imagine keep malice brother shudder see sibling estranged,0
user user guess convenient target misplaced anger really mad play,0
give sleep number another chance customer service today growl minute hold overall bed service unimpressive,0
even look like okay reality actually worn forlorn,3
user wonder usa go shit outrage simple analogy,0
anytime user get near mic someone need smack w bat user marble mouth,0
user colin kae per nick protest unjust murder keith lamont scott north carolina injustice outrage speak,0
user user italy another round let we drop play take big result guy blue,2
user would great card crash face_screaming_in_fear happen twice,3
user story life lose,3
user sadly sort poster die 90 afaik,3
get discourage simple mind see vision,2
someone explain female human being depress,3
important seek peace even midst horrific war create syria user talk peace building peace,2
southend player always haunt man,0
user user user hey jayme ear ear burn cuz talk beaming_face_with_smiling_eyes go tomorrow,0
user stop smile grinning_squinting_face grinning_squinting_face grinning_squinting_face,1
user user hear talk something miss look weary,3
mean suppose seem joyous talk rodrigo duterte isis american economy etc think say,0
user user offense way make sense work magazine otherwisewho apologize,0
put famous dex tweet breezy lol chris guy dex bitch lmao n music ass,0
anger boil,0
let fume poor keeping,0
pressure burst pipe loudly_crying_face,3
user listen politician make angry fucking tired political speak career politician user,0
vincent look super lively boy hattrick perhaps lol,1
azerbaijan baku azerbaijan prevent another armenian provocation russia,0
user bad expect hilarious even remember,1
height irritation person make hilarious chusssss plz die grimacing_face grimacing_face,0
assure eventual destruction would interest public cheerfully accept sherlock holme,2
scared coworker go submit wardrobe makeover show fear fashion,3
user see huff,3
user horrible service ewr cloud sky normal departure leave pm crappy united airlines,0
user bow moment rather sulk go user opinion guy study oligodendroglioma victory_hand red_heart doughnut,1
user haunt dream user,3
user curious mean rush animosity disdain,3
user peer eye crinkle mirth affection love ye bonnie belle,1
user nightmare christmas,0
watch amazing lively broadcast user musically,1
user user trump supporter clue meaning word use like never trump,0
history repeat itselfgaa culture dare anyone think ok discourage irish person attend match final,0
user absurd could laugh right also feel like cry future country wake call,3
might even verge depression,3
user canada drive force democracy freedom right instead help dictator misogyny sharia islam terror polygamy,0
user update may bad mistake day horrible,0
sad,3
val down bottle vodka stop shake gb bo,1
watch lot tv conclusion load tatif depress afternoon tv grim,3
user name change uncle remus lewis foh not like either lose un wake,3
ff user user keep smile,1
get point make report charlotte loot user explore loot business symbolize outrage,0
sleep cootiesni close eye dream awake weary sleep issue narcolepsy,3
user frown intensely watch plastic memory,0
get hour go back work sleep excited nervous,1
kid pool yell get foot ass shut parent kid,0
staff user fr1005 ask info tell look online get pay ryanair user compensation awful,0
user yea force turnover hold pretty good offense point concerningoh wait,0
user feel exact way also read akon voice provide hearty chuckle,1
user bantz absolutely top notch inconsolable realise,1
guy irritate,0
faint new cisco io vulnerability announce yet would shocking patch week user,3
user mustard gas hostile work environment terrorism call osha military,0
user user job job people r still sanestill ok life help lose find love eachother,1
tremorn,1
wrinkle merely hide frown mark twain,2
user user user user yep owen garriott tell ghastly none peep ever,3
user thank gen love miss happy birthday natong duha heart_with_arrow heart_with_arrow,1
user hermione sort thank slide plate away frown ron continue,1
happiness choice life please everybody aldub62ndweeksary,2
people hit try shake talk hide communism,0
hate little girl enraged_face enraged_face get lot grow,0
think reason prevail election remember hitler elect wholly reasonable society,0
user oh play capo fret g position rs,1
get angry tell would year old guy look girl like feel,0
junior wear purple ollafest fight alarm need wake german sadness,3
cowboy horrible,0
user offense little late get radio broadcast degree go decade,3
actually fume nothing wear saturday,0
easy hold grudge hard let go,0
finally watch hunger game mock jay2 morning sadly feel little disappointed much hype,3
let worry get remember moses start basket case lol ntoday choose faith moses,2
see someone discourage someone follow dream want live mediocrity mean someone else,0
user need assistance concern resolve feel free email we info ap,2
much hw tonight offend,0
would advise everyone wait watch user actually wait even watch,2
yiu respond email within day willxbe kill animate gif girl froa rig,0
user user user user indeed sadness unavoidable mh chat,3
bored right leave kiksnapchat kik kikme kikmessage bore af bored snap chat snap chat country countrygirl,3
find marmite australia happy,1
user user thank nightmare,3
mfs bitter,0
user user user user user thomas nervousness group focus evident,3
alone well lonely know bad lonely empty rightnloneliness alone city fear,3
right may ufc fan football maybe shit marcos rojo mufc shocking start dreadful,0
take break wedding rage general stupidity certain people internet,0
everywhere go air breathe taste like home user,2
swear get playful ass bf ever face_with_tears_of_joy face_with_rolling_eye,1
break hearted lover cry away gloom,3
addition fiction wish luck research paper semester page oh boy,2
bout read article move conversation forward homosexuality christianity someone foursquare church,0
user user user easy breezy beautiful,1
mary berry icing top bakewell tart look like horrid mr kipling something derbyshire would recognise gb bo,0
man know juggle ball itnfunny pun punny hilarious lol,1
user thank make super sad pizza sad free pizza,3
user city famous shamble sadly old street centre play fiddle stadium debacle nowadays,3
hope sleep nightmare bakewell tart yuk revolt gb bo,0
user happy look couple,1
happily rude people personally insult unprovoked deserve thumbs_up good people deserve respect,0
user well do bro smirking_face blue state games captain shoot german,1
user impossible say hope unwittingly trigger ferocious side hell hath fury,0
last minute like watch horror show gb bo sad_but_relieved_face,3
thank user give free coffee bring reusable cup airport time see depress,3
panic attack bad feeling really sick still shake sleep anxiety depression,3
user user bad temperament tantrum hissy fit,0
watch amazing lively broadcast user lively musically,1
user ravenclaw sadness hufflepuff,3
walk mile today walk since get rh abdo go back work tomorrow hope go okay nervous,2
metro lrt go walterdale face_with_tears_of_joy yeg levity,1
user since fuck stand concert,0
furious,0
bitch aggravate like inspire big cunt know man kind,0
user aye brief window morning afternoon otherwise horrific late evening,0
user hashtag thing kid always tell stop loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face sadness,3
user unsubscribe time spam email still come stop email avanquest software,0
uplift still discourage mean listen wrong voice look wrong source look lord,2
thursday mean grey day tg,1
user blm outraged shooting nc day turn guy point gun police wait fact outrage,0
perfect illusion least know angry lady gaga calmingmy soul,0
user little playful nnhe hesitantly pull away enough could get word lip brush,1
never let anything concern,2
user get away wrath read manga instead watch overdone anime,0
depression suck depression,3
user would like know source president optimism run country wonder answer curiosity,2
user user rare officer shoot without regard want conscience incite inflame,0
watch lot tv conclusion load tatif depress afternoon tv,3
public product high downhearted price tag consumer survey sum substance ovth,0
user stupid hate lol,0
user like big bully class ruin everyone lunch instead take lunch money take away family feud,0
hate answer need tom suck pray in cancer angry,0
get back see user burslem amazing face still hurt laugh much,1
user heart actually sink looooool confused,3
buy art supply debate serious buy acrylic paint,1
user chuckle shake head bug much still go ask lot still,1
user unfollow get troll troll revenge trolling cause lot collateral damage,0
user bully make feel like big man cos make twat,0
user sure like comparison usa emulate israel method protect civilian terror attack,0
user like big bully class ruin everyone lunch instead take lunch money take away family feud bully,0
user medium celebrate king endorse obama criticize endorse trump want new civil right era sad,3
bribe parent hearty laughter giggle love et,1
think may mild anxiety problem think feeling may,3
icq make mad face_with_steam_from_nose icq angry,0
james 500k 50k 25k 10k fuck bb18 vote nicole,0
user jesus heck awful,0
user guy determine team shitty team play fuckin cod rage,0
lose blinder,3
stop track back fucking potato face cunt errrr infuriate angry_face angry_face angry_face angry_face angry_face angry rooney mufc,0
user hear alarm time germany today fm tg finally far far late germany always late w uk artists enraged_face angry_face,0
dreamthey try steal kidney nightmare black market watch,3
thank sober driver real winner night clem v sgt,1
user user user user user future convict rush trp hog fear tread homily hour,0
would pay good money watch someone slap pout candice,0
good cx often require much smile care relate helpful thank lakis court hotel cyprus,1
wrath kill laughter friedrich nietzsche friedrich nietzsche,1
love mary undying optimism could present dog shite would find something good say gb bo,2
houston might lose coach tomorrow midnight yike,3
let we refuse live fear ct,2
day onnever fucking pen nffc,0
user thank mucho kate two_heart sober,1
watch documentary user think user nightmare dream dream nightmare,3
user user certainly would catch multitude ghastly,0
finger cross finish work early enough friday time catch user lib frowning_face_with_open_mouth nervous time grind,2
use use user user guy get nothing right,0
user even shocking someone give record deal lol,0
old next friday super old weary_face broken_heart dread birthdays,3
user afternoon delight,1
countryside day pleasing,1
time write anything series year check back last nightmare,3
want kill destroy want die want flint back emo scene anger fuck die hate red,0
snore tl boredom sink,3
disgraceful es resent man way reason e sin countdown,0
go different grocery store user buy helmannsnliterally shake right,0
someone roll persuasion intimidate awkwardly win time user user,0
user user really pedal like nutter get anywhere remember sedate,3
believe user put price already know struggle pay bill change package,0
user happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday good friend love lot sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart party_popper confetti_ball chapter bday girl happy love,1
especially true impulsive thinskinne bully like silence critic opponent president vox conversation,0
big joke life kardashian jenner stan life dull parent must proud,2
listen old school house music kentphonicsunday shower hang around sing back blue,1
test angry,0
user ghastly thing silence aarp trump say touch ss tax plan belie huge cut,0
val far cheery like raised_hand_light_skin_tone,1
user user user dis dat nigga fume right,0
excited nervous tuesday,1
user forth character gleeful enough,3
user user sadly less hour drinking time crying_face clinking_beer_mug,3
alone well lonely know bad lonely empty rightn loneliness alone city,3
bls depress blake,3
user still try sort suppose also high expectation sadness,3
michael carrick start every game united england,2
love new song stop think ste,1
user yes lia join dark side,1
stick infuriate scrum hegemonist infuriate scrum scrum stick,0
avoid fear make scary whatever fear face start fade courage,2
angelina jolie keep man today mourn love dead,3
vanity sizesnow size sxsevenxxs sometimes big wtf dear corporate jerk lithuania need rant,0
hillary clinton look way saudi war woman terror financing buy,0
unhappy,3
feel really sad today unamused_face,3
user user user user litany namecalle dull,3
want attention sleep nervous,3
worth note despite animosity us president israeli president behave gentleman,1
focus primarily person talk rather impression make lessen social anxiety,2
user remo williams ever actually save anyone sulk around kill random undesirable,0
want darren open video appreciate hilarity,1
people talk diet feel terrible hahaha,1
unhappy someone fucking tell unhappy leave go fuckin around people side,0
stoke concept label exclusivity become faux pas always believe hold artist back create label distrust,0
lose frequenciesjanieck devy reality gestort aber geil remix rage shoutdrive,0
attitude toward struggle equally important action work,2
texte guy ready sex consider flirt shocking,0
hey user would nice click pause pause window inactive animate gif macos message app,1
user return joyous focus pastelhaired girl wawa okay tooooo squeal raise eyebrow,1
nawaz sharif say india pose unacceptable condition dialogueindias condition end terrorism user,0
user always relentlessly positive constantly cheerful optimistic disposition start grate,2
user ask get apology offend due respect alan think feed duff info,0
ever find people around really irritate sometimes right unamused_face,0
user user finger fury,0
action foundational key success pablo picasso inspire quote action hustle start something success,2
fam seem fun photo booth able instantly post twitter wait till sober see hot mess,1
